MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20080304,WI,70.23,29.77,0,0,0,0,3/4/2008,3/10/2008,1
20080226,WI,70.23,29.77,0,0,0,0,2/26/2008,3/3/2008,1
20080219,WI,70.23,29.77,0,0,0,0,2/19/2008,2/25/2008,1
20080212,WI,72.79,27.21,7.2,0,0,0,2/12/2008,2/18/2008,1
20080205,WI,72.79,27.21,7.2,0,0,0,2/5/2008,2/11/2008,1
20080129,WI,72.79,27.21,7.2,0,0,0,1/29/2008,2/4/2008,1
20080122,WI,72.79,27.21,7.2,0,0,0,1/22/2008,1/28/2008,1
20080115,WI,72.79,27.21,9.31,0,0,0,1/15/2008,1/21/2008,1
20080108,WI,71.33,28.67,10.55,0,0,0,1/8/2008,1/14/2008,1
20080101,WI,71.14,28.86,10.55,0,0,0,1/1/2008,1/7/2008,1
20071225,WI,71.14,28.86,10.55,0,0,0,12/25/2007,12/31/2007,1
20071218,WI,71.14,28.86,10.55,0,0,0,12/18/2007,12/24/2007,1
20071211,WI,71.14,28.86,10.55,0,0,0,12/11/2007,12/17/2007,1
20071204,WI,71.14,28.86,10.55,0,0,0,12/4/2007,12/10/2007,1
20071127,WI,67.01,32.99,10.55,0,0,0,11/27/2007,12/3/2007,1
20071120,WI,75.11,24.89,10.55,0,0,0,11/20/2007,11/26/2007,1
20071113,WI,78.31,21.69,10.55,0,0,0,11/13/2007,11/19/2007,1
20071106,WI,78.31,21.69,10.55,0,0,0,11/6/2007,11/12/2007,1
20071030,WI,78.31,21.69,10.55,0,0,0,10/30/2007,11/5/2007,1
20071023,WI,78.31,21.69,10.55,0,0,0,10/23/2007,10/29/2007,1
20071016,WI,73.05,26.95,20.75,9.56,0,0,10/16/2007,10/22/2007,1
20071009,WI,59.9,40.1,24.93,9.56,0,0,10/9/2007,10/15/2007,1
20071002,WI,47.87,52.13,37.35,10.63,0,0,10/2/2007,10/8/2007,1
20070925,WI,47.26,52.74,44.59,18.83,0,0,9/25/2007,10/1/2007,1
20070918,WI,46.93,53.07,45.03,26.38,5.09,0,9/18/2007,9/24/2007,1
20070911,WI,44.81,55.19,44.48,18.45,4.98,0,9/11/2007,9/17/2007,1
20070904,WI,44.81,55.19,44.48,18.49,5.5,0,9/4/2007,9/10/2007,1
20070828,WI,40.27,59.73,50.43,23.43,5.5,0,8/28/2007,9/3/2007,1
20070821,WI,30.93,69.07,58.01,19.75,6.14,0,8/21/2007,8/27/2007,1
20070814,WI,20.63,79.37,74.69,19.95,6.14,0,8/14/2007,8/20/2007,1
20070807,WI,10.22,89.78,85.85,12.27,0,0,8/7/2007,8/13/2007,1
20070731,WI,5.07,94.93,80.6,12.27,0,0,7/31/2007,8/6/2007,1
20070724,WI,7.05,92.95,76.09,11.64,0,0,7/24/2007,7/30/2007,1
20070717,WI,8.65,91.35,54.99,8.71,0,0,7/17/2007,7/23/2007,1
20070710,WI,12.03,87.97,53.92,8.49,0,0,7/10/2007,7/16/2007,1
20070703,WI,9.24,90.76,49.4,0,0,0,7/3/2007,7/9/2007,1
20070626,WI,13.64,86.36,37.73,0,0,0,6/26/2007,7/2/2007,1
20070619,WI,17.45,82.55,28.1,0,0,0,6/19/2007,6/25/2007,1
20070612,WI,39.79,60.21,32.19,6.21,0,0,6/12/2007,6/18/2007,1
20070605,WI,41.13,58.87,31.86,11.52,0,0,6/5/2007,6/11/2007,1
20070529,WI,29.81,70.19,39.76,12.48,0,0,5/29/2007,6/4/2007,1
20070522,WI,29.81,70.19,39.76,12.52,0,0,5/22/2007,5/28/2007,1
20070515,WI,29.81,70.19,39.76,12.52,0,0,5/15/2007,5/21/2007,1
20070508,WI,49.35,50.65,24.6,0,0,0,5/8/2007,5/14/2007,1
20070501,WI,49.35,50.65,13.97,0,0,0,5/1/2007,5/7/2007,1
20070424,WI,52.45,47.55,5.95,0,0,0,4/24/2007,4/30/2007,1
20070417,WI,85.61,14.39,0,0,0,0,4/17/2007,4/23/2007,1
20070410,WI,85.61,14.39,0,0,0,0,4/10/2007,4/16/2007,1
20070403,WI,76.76,23.24,8.28,0.01,0,0,4/3/2007,4/9/2007,1
20070327,WI,66.37,33.63,9.22,0.01,0,0,3/27/2007,4/2/2007,1
20070320,WI,66.37,33.63,9.22,0.01,0,0,3/20/2007,3/26/2007,1
20070313,WI,66.37,33.63,9.22,0.01,0,0,3/13/2007,3/19/2007,1
20070306,WI,66.37,33.63,9.22,0.01,0,0,3/6/2007,3/12/2007,1
20070227,WI,35.65,64.35,30.5,9.89,1.43,0,2/27/2007,3/5/2007,1
20070220,WI,33.55,66.45,30.69,9.89,1.4,0,2/20/2007,2/26/2007,1
20070213,WI,33.55,66.45,30.69,9.89,1.4,0,2/13/2007,2/19/2007,1
20070206,WI,33.55,66.45,30.69,9.89,1.4,0,2/6/2007,2/12/2007,1
20070130,WI,33.55,66.45,30.69,9.89,1.4,0,1/30/2007,2/5/2007,1
20070123,WI,33.55,66.45,30.69,9.89,1.4,0,1/23/2007,1/29/2007,1
20070116,WI,33.18,66.82,30.69,9.89,1.4,0,1/16/2007,1/22/2007,1
20070109,WI,33.18,66.82,30.69,9.89,1.4,0,1/9/2007,1/15/2007,1
20070102,WI,33.63,66.37,30.69,9.89,1.4,0,1/2/2007,1/8/2007,1
20061226,WI,33.67,66.33,30.69,9.89,1.4,0,12/26/2006,1/1/2007,1
20061219,WI,33.67,66.33,30.69,9.89,1.4,0,12/19/2006,12/25/2006,1
20061212,WI,33.31,66.69,26.72,6.49,1.4,0,12/12/2006,12/18/2006,1
20061205,WI,41.84,58.16,24.82,6.49,1.4,0,12/5/2006,12/11/2006,1
20061128,WI,54.52,45.48,14.27,6.49,1.4,0,11/28/2006,12/4/2006,1
20061121,WI,54.53,45.47,14.27,6.49,1.4,0,11/21/2006,11/27/2006,1
20061114,WI,54.26,45.74,14.27,6.49,1.4,0,11/14/2006,11/20/2006,1
20061107,WI,54.26,45.74,14.27,6.49,1.4,0,11/7/2006,11/13/2006,1
20061031,WI,63.03,36.97,14.27,6.49,1.4,0,10/31/2006,11/6/2006,1
20061024,WI,63.03,36.97,14.27,6.49,1.4,0,10/24/2006,10/30/2006,1
20061017,WI,58.55,41.45,14.27,6.49,1.4,0,10/17/2006,10/23/2006,1
20061010,WI,58.55,41.45,14.27,6.49,1.4,0,10/10/2006,10/16/2006,1
20061003,WI,58.55,41.45,13.66,6.49,1.45,0,10/3/2006,10/9/2006,1
20060926,WI,58.65,41.35,13.66,6.49,1.45,0,9/26/2006,10/2/2006,1
20060919,WI,58.39,41.61,13.66,6.49,1.45,0,9/19/2006,9/25/2006,1
20060912,WI,59.03,40.97,13.8,2.27,0,0,9/12/2006,9/18/2006,1
20060905,WI,71.53,28.47,13.8,2.27,0,0,9/5/2006,9/11/2006,1
20060829,WI,71.53,28.47,13.8,1.96,0,0,8/29/2006,9/4/2006,1
20060822,WI,29.41,70.59,20.15,5.88,0.24,0,8/22/2006,8/28/2006,1
20060815,WI,54.67,45.33,19.28,5.88,0.24,0,8/15/2006,8/21/2006,1
20060808,WI,54.67,45.33,19.76,5.88,0.24,0,8/8/2006,8/14/2006,1
20060801,WI,40.3,59.7,42.23,12.22,0.24,0,8/1/2006,8/7/2006,1
20060725,WI,24.15,75.85,45.78,25.56,12.53,0,7/25/2006,7/31/2006,1
20060718,WI,15.82,84.18,45.99,25.56,0,0,7/18/2006,7/24/2006,1
20060711,WI,28.39,71.61,45.98,13.31,0,0,7/11/2006,7/17/2006,1
20060704,WI,52.26,47.74,23.58,0,0,0,7/4/2006,7/10/2006,1
20060627,WI,61.84,38.16,0,0,0,0,6/27/2006,7/3/2006,1
20060620,WI,84.2,15.8,0,0,0,0,6/20/2006,6/26/2006,1
20060613,WI,84.2,15.8,0,0,0,0,6/13/2006,6/19/2006,1
20060606,WI,100,0,0,0,0,0,6/6/2006,6/12/2006,1
20060530,WI,100,0,0,0,0,0,5/30/2006,6/5/2006,1
20060523,WI,85.07,14.93,0,0,0,0,5/23/2006,5/29/2006,1
20060516,WI,85.07,14.93,0,0,0,0,5/16/2006,5/22/2006,1
20060509,WI,65.63,34.37,13.85,0,0,0,5/9/2006,5/15/2006,1
20060502,WI,67.14,32.86,5.42,0,0,0,5/2/2006,5/8/2006,1
20060425,WI,65.95,34.05,0,0,0,0,4/25/2006,5/1/2006,1
20060418,WI,84.61,15.39,0,0,0,0,4/18/2006,4/24/2006,1
20060411,WI,93.62,6.38,0,0,0,0,4/11/2006,4/17/2006,1
20060404,WI,93.77,6.23,0,0,0,0,4/4/2006,4/10/2006,1
20060328,WI,90.1,9.9,1.57,0,0,0,3/28/2006,4/3/2006,1
20060321,WI,90.33,9.67,1.57,0,0,0,3/21/2006,3/27/2006,1
20060314,WI,90.33,9.67,1.6,0,0,0,3/14/2006,3/20/2006,1
20060307,WI,89.96,10.04,3.48,0,0,0,3/7/2006,3/13/2006,1
20060228,WI,89.6,10.4,3.85,0,0,0,2/28/2006,3/6/2006,1
20060221,WI,89.6,10.4,2.28,0,0,0,2/21/2006,2/27/2006,1
20060214,WI,84.28,15.72,4.62,0.87,0,0,2/14/2006,2/20/2006,1
20060207,WI,84.28,15.72,4.62,0.87,0,0,2/7/2006,2/13/2006,1
20060131,WI,65.15,34.85,4.62,0.87,0,0,1/31/2006,2/6/2006,1
20060124,WI,52.83,47.17,8.34,1.29,0,0,1/24/2006,1/30/2006,1
20060117,WI,52.83,47.17,8.34,1.29,0,0,1/17/2006,1/23/2006,1
20060110,WI,51.34,48.66,5.48,1.29,0,0,1/10/2006,1/16/2006,1
20060103,WI,45.4,54.6,6.72,1.29,0,0,1/3/2006,1/9/2006,1
20051227,WI,28.55,71.45,10.17,3.63,0,0,12/27/2005,1/2/2006,1
20051220,WI,28.55,71.45,10.17,3.63,0,0,12/20/2005,12/26/2005,1
20051213,WI,28.55,71.45,10.17,3.63,0,0,12/13/2005,12/19/2005,1
20051206,WI,28.55,71.45,18.84,3.63,0,0,12/6/2005,12/12/2005,1
20051129,WI,28.55,71.45,18.84,3.63,0,0,11/29/2005,12/5/2005,1
20051122,WI,28.55,71.45,18.84,3.63,0,0,11/22/2005,11/28/2005,1
20051115,WI,26.49,73.51,19.66,3.63,0,0,11/15/2005,11/21/2005,1
20051108,WI,26.11,73.89,19.66,3.63,0,0,11/8/2005,11/14/2005,1
20051101,WI,26.11,73.89,19.66,7.87,0.45,0,11/1/2005,11/7/2005,1
20051025,WI,26.11,73.89,19.66,7.87,0.45,0,10/25/2005,10/31/2005,1
20051018,WI,26.11,73.89,19.66,7.87,0.45,0,10/18/2005,10/24/2005,1
20051011,WI,17.64,82.36,19.3,7.85,0,0,10/11/2005,10/17/2005,1
20051004,WI,15.11,84.89,60.42,17.86,0,0,10/4/2005,10/10/2005,1
20050927,WI,16.48,83.52,60.4,26.11,0,0,9/27/2005,10/3/2005,1
20050920,WI,14.83,85.17,68.36,37.91,1.06,0,9/20/2005,9/26/2005,1
20050913,WI,13.51,86.49,69.07,39.85,2.73,0,9/13/2005,9/19/2005,1
20050906,WI,12.3,87.7,69.04,40.3,2.73,0,9/6/2005,9/12/2005,1
20050830,WI,13.18,86.82,61.22,7.25,0,0,8/30/2005,9/5/2005,1
20050823,WI,12.11,87.89,62.06,8.6,0,0,8/23/2005,8/29/2005,1
20050816,WI,5.75,94.25,79.02,16.63,0.31,0,8/16/2005,8/22/2005,1
20050809,WI,0,100,89.92,21.34,2.54,0,8/9/2005,8/15/2005,1
20050802,WI,0,100,90.54,17.99,2.32,0,8/2/2005,8/8/2005,1
20050726,WI,0,100,94.52,26.79,2.32,0,7/26/2005,8/1/2005,1
20050719,WI,0,100,94.91,46.62,2.32,0,7/19/2005,7/25/2005,1
20050712,WI,1.57,98.43,64.23,4.36,0,0,7/12/2005,7/18/2005,1
20050705,WI,33.31,66.69,8.8,0.49,0,0,7/5/2005,7/11/2005,1
20050628,WI,50.42,49.58,17.5,0,0,0,6/28/2005,7/4/2005,1
20050621,WI,44.34,55.66,17.64,0,0,0,6/21/2005,6/27/2005,1
20050614,WI,36.33,63.67,6.91,0,0,0,6/14/2005,6/20/2005,1
20050607,WI,33.01,66.99,0,0,0,0,6/7/2005,6/13/2005,1
20050531,WI,33.01,66.99,0,0,0,0,5/31/2005,6/6/2005,1
20050524,WI,45.73,54.27,0,0,0,0,5/24/2005,5/30/2005,1
20050517,WI,62.41,37.59,0,0,0,0,5/17/2005,5/23/2005,1
20050510,WI,33.22,66.78,0,0,0,0,5/10/2005,5/16/2005,1
20050503,WI,48.95,51.05,0,0,0,0,5/3/2005,5/9/2005,1
20050426,WI,61.3,38.7,0,0,0,0,4/26/2005,5/2/2005,1
20050419,WI,67.07,32.93,0,0,0,0,4/19/2005,4/25/2005,1
20050412,WI,100,0,0,0,0,0,4/12/2005,4/18/2005,1
20050405,WI,100,0,0,0,0,0,4/5/2005,4/11/2005,1
20050329,WI,100,0,0,0,0,0,3/29/2005,4/4/2005,1
20050322,WI,100,0,0,0,0,0,3/22/2005,3/28/2005,1
20050315,WI,100,0,0,0,0,0,3/15/2005,3/21/2005,1
20050308,WI,100,0,0,0,0,0,3/8/2005,3/14/2005,1
20050301,WI,100,0,0,0,0,0,3/1/2005,3/7/2005,1
20050222,WI,100,0,0,0,0,0,2/22/2005,2/28/2005,1
20050215,WI,100,0,0,0,0,0,2/15/2005,2/21/2005,1
20050208,WI,100,0,0,0,0,0,2/8/2005,2/14/2005,1
20050201,WI,100,0,0,0,0,0,2/1/2005,2/7/2005,1
20050125,WI,100,0,0,0,0,0,1/25/2005,1/31/2005,1
20050118,WI,100,0,0,0,0,0,1/18/2005,1/24/2005,1
20050111,WI,100,0,0,0,0,0,1/11/2005,1/17/2005,1
20050104,WI,100,0,0,0,0,0,1/4/2005,1/10/2005,1
20041228,WI,100,0,0,0,0,0,12/28/2004,1/3/2005,1
20041221,WI,100,0,0,0,0,0,12/21/2004,12/27/2004,1
20041214,WI,100,0,0,0,0,0,12/14/2004,12/20/2004,1
20041207,WI,100,0,0,0,0,0,12/7/2004,12/13/2004,1
20041130,WI,77.16,22.84,0,0,0,0,11/30/2004,12/6/2004,1
20041123,WI,65.74,34.26,9.72,0,0,0,11/23/2004,11/29/2004,1
20041116,WI,55.95,44.05,9.72,0,0,0,11/16/2004,11/22/2004,1
20041109,WI,55.95,44.05,5.82,0,0,0,11/9/2004,11/15/2004,1
20041102,WI,55.95,44.05,5.82,0,0,0,11/2/2004,11/8/2004,1
20041026,WI,26.66,73.34,26.7,0,0,0,10/26/2004,11/1/2004,1
20041019,WI,23.97,76.03,26.7,0,0,0,10/19/2004,10/25/2004,1
20041012,WI,35.18,64.82,19.54,0,0,0,10/12/2004,10/18/2004,1
20041005,WI,35.9,64.1,19.54,0,0,0,10/5/2004,10/11/2004,1
20040928,WI,40.6,59.4,6.49,0,0,0,9/28/2004,10/4/2004,1
20040921,WI,78.64,21.36,0,0,0,0,9/21/2004,9/27/2004,1
20040914,WI,73.87,26.13,0,0,0,0,9/14/2004,9/20/2004,1
20040907,WI,78.98,21.02,0,0,0,0,9/7/2004,9/13/2004,1
20040831,WI,83.46,16.54,0,0,0,0,8/31/2004,9/6/2004,1
20040824,WI,82.6,17.4,0,0,0,0,8/24/2004,8/30/2004,1
20040817,WI,81.96,18.04,0,0,0,0,8/17/2004,8/23/2004,1
20040810,WI,84.82,15.18,0,0,0,0,8/10/2004,8/16/2004,1
20040803,WI,87.08,12.92,0,0,0,0,8/3/2004,8/9/2004,1
20040727,WI,84.12,15.88,0,0,0,0,7/27/2004,8/2/2004,1
20040720,WI,88.13,11.87,0,0,0,0,7/20/2004,7/26/2004,1
20040713,WI,100,0,0,0,0,0,7/13/2004,7/19/2004,1
20040706,WI,100,0,0,0,0,0,7/6/2004,7/12/2004,1
20040629,WI,100,0,0,0,0,0,6/29/2004,7/5/2004,1
20040622,WI,100,0,0,0,0,0,6/22/2004,6/28/2004,1
20040615,WI,100,0,0,0,0,0,6/15/2004,6/21/2004,1
20040608,WI,100,0,0,0,0,0,6/8/2004,6/14/2004,1
20040601,WI,100,0,0,0,0,0,6/1/2004,6/7/2004,1
20040525,WI,100,0,0,0,0,0,5/25/2004,5/31/2004,1
20040518,WI,99.1,0.9,0,0,0,0,5/18/2004,5/24/2004,1
20040511,WI,89.02,10.98,0.06,0,0,0,5/11/2004,5/17/2004,1
20040504,WI,77.99,22.01,10.52,0,0,0,5/4/2004,5/10/2004,1
20040427,WI,77.99,22.01,10.46,0,0,0,4/27/2004,5/3/2004,1
20040420,WI,77.99,22.01,10.46,0,0,0,4/20/2004,4/26/2004,1
20040413,WI,63.94,36.06,14.46,0,0,0,4/13/2004,4/19/2004,1
20040406,WI,65.04,34.96,13.29,0,0,0,4/6/2004,4/12/2004,1
20040330,WI,65.53,34.47,12.54,0,0,0,3/30/2004,4/5/2004,1
20040323,WI,53.56,46.44,32.45,0.24,0,0,3/23/2004,3/29/2004,1
20040316,WI,53.56,46.44,32.45,0.24,0,0,3/16/2004,3/22/2004,1
20040309,WI,53.56,46.44,32.45,0.24,0,0,3/9/2004,3/15/2004,1
20040302,WI,39.13,60.87,37.83,18.47,0,0,3/2/2004,3/8/2004,1
20040224,WI,39.27,60.73,37.83,18.47,0,0,2/24/2004,3/1/2004,1
20040217,WI,35.03,64.97,40.28,18.47,0,0,2/17/2004,2/23/2004,1
20040210,WI,35.03,64.97,40.28,18.47,0,0,2/10/2004,2/16/2004,1
20040203,WI,35.03,64.97,49.4,18.47,0,0,2/3/2004,2/9/2004,1
20040127,WI,35.03,64.97,51.67,24.77,4.46,0,1/27/2004,2/2/2004,1
20040120,WI,40.96,59.04,51.37,24.77,4.46,0,1/20/2004,1/26/2004,1
20040113,WI,39.56,60.44,44.38,24.77,4.46,0,1/13/2004,1/19/2004,1
20040106,WI,34.1,65.9,48.86,24.77,4.46,0,1/6/2004,1/12/2004,1
20031230,WI,30.63,69.37,50.93,30.07,6.86,0,12/30/2003,1/5/2004,1
20031223,WI,27.89,72.11,51.36,27.78,6.09,0,12/23/2003,12/29/2003,1
20031216,WI,27.28,72.72,53.45,29.44,6.18,0,12/16/2003,12/22/2003,1
20031209,WI,16.39,83.61,58.98,28.35,7.47,0,12/9/2003,12/15/2003,1
20031202,WI,17.96,82.04,56.55,28.58,6.32,0,12/2/2003,12/8/2003,1
20031125,WI,6.9,93.1,56.99,30.07,6.79,0,11/25/2003,12/1/2003,1
20031118,WI,1.49,98.51,65.34,29.58,7.2,0,11/18/2003,11/24/2003,1
20031111,WI,1.27,98.73,65.68,29.36,6.63,0,11/11/2003,11/17/2003,1
20031104,WI,0.89,99.11,65.86,29.91,7,0,11/4/2003,11/10/2003,1
20031028,WI,1.21,98.79,81.85,35.06,6.67,0,10/28/2003,11/3/2003,1
20031021,WI,5.44,94.56,70.91,21.84,3.46,0,10/21/2003,10/27/2003,1
20031014,WI,12.12,87.88,66.85,18.2,0.02,0,10/14/2003,10/20/2003,1
20031007,WI,12.82,87.18,72.28,14.15,0.19,0,10/7/2003,10/13/2003,1
20030930,WI,3.26,96.74,79.11,13.35,0,0,9/30/2003,10/6/2003,1
20030923,WI,3.09,96.91,79.93,13.65,0,0,9/23/2003,9/29/2003,1
20030916,WI,2.71,97.29,80.87,34.52,0,0,9/16/2003,9/22/2003,1
20030909,WI,1.45,98.55,91.11,34.47,0,0,9/9/2003,9/15/2003,1
20030902,WI,2.96,97.04,60.71,0.09,0,0,9/2/2003,9/8/2003,1
20030826,WI,2.63,97.37,44.4,0,0,0,8/26/2003,9/1/2003,1
20030819,WI,14.39,85.61,11.19,0,0,0,8/19/2003,8/25/2003,1
20030812,WI,77.02,22.98,9.16,0,0,0,8/12/2003,8/18/2003,1
20030805,WI,85.84,14.16,0,0,0,0,8/5/2003,8/11/2003,1
20030729,WI,60.72,39.28,0,0,0,0,7/29/2003,8/4/2003,1
20030722,WI,81.44,18.56,0,0,0,0,7/22/2003,7/28/2003,1
20030715,WI,83.73,16.27,0,0,0,0,7/15/2003,7/21/2003,1
20030708,WI,81.39,18.61,0,0,0,0,7/8/2003,7/14/2003,1
20030701,WI,91.71,8.29,0,0,0,0,7/1/2003,7/7/2003,1
20030624,WI,57.6,42.4,1.11,0,0,0,6/24/2003,6/30/2003,1
20030617,WI,89.93,10.07,0,0,0,0,6/17/2003,6/23/2003,1
20030610,WI,99.92,0.08,0,0,0,0,6/10/2003,6/16/2003,1
20030603,WI,99.6,0.4,0,0,0,0,6/3/2003,6/9/2003,1
20030527,WI,99.68,0.32,0,0,0,0,5/27/2003,6/2/2003,1
20030520,WI,99.97,0.03,0,0,0,0,5/20/2003,5/26/2003,1
20030513,WI,100,0,0,0,0,0,5/13/2003,5/19/2003,1
20030506,WI,72.16,27.84,7.38,0,0,0,5/6/2003,5/12/2003,1
20030429,WI,68.88,31.12,21.99,10.95,0,0,4/29/2003,5/5/2003,1
20030422,WI,68.43,31.57,23.34,3.13,0,0,4/22/2003,4/28/2003,1
20030415,WI,16.12,83.88,25.29,0,0,0,4/15/2003,4/21/2003,1
20030408,WI,26.3,73.7,17.83,0,0,0,4/8/2003,4/14/2003,1
20030401,WI,24.76,75.24,21.7,0,0,0,4/1/2003,4/7/2003,1
20030325,WI,0,100,89.08,0.03,0,0,3/25/2003,3/31/2003,1
20030318,WI,0,100,89.12,0,0,0,3/18/2003,3/24/2003,1
20030311,WI,0,100,34.2,0.17,0,0,3/11/2003,3/17/2003,1
20030304,WI,0,100,22.92,0.02,0,0,3/4/2003,3/10/2003,1
20030225,WI,0,100,21.89,0,0,0,2/25/2003,3/3/2003,1
20030218,WI,0,100,21.4,0,0,0,2/18/2003,2/24/2003,1
20030211,WI,0,100,21.24,0,0,0,2/11/2003,2/17/2003,1
20030204,WI,0,100,21.51,0,0,0,2/4/2003,2/10/2003,1
20030128,WI,0,100,21.48,0,0,0,1/28/2003,2/3/2003,1
20030121,WI,0,100,20.98,0,0,0,1/21/2003,1/27/2003,1
20030114,WI,36.25,63.75,22.19,0,0,0,1/14/2003,1/20/2003,1
20030107,WI,38.27,61.73,4.99,0,0,0,1/7/2003,1/13/2003,1
20021231,WI,74.28,25.72,0.85,0,0,0,12/31/2002,1/6/2003,1
20021224,WI,77.71,22.29,0,0,0,0,12/24/2002,12/30/2002,1
20021217,WI,78.06,21.94,0,0,0,0,12/17/2002,12/23/2002,1
20021210,WI,82.9,17.1,0,0,0,0,12/10/2002,12/16/2002,1
20021203,WI,100,0,0,0,0,0,12/3/2002,12/9/2002,1
20021126,WI,100,0,0,0,0,0,11/26/2002,12/2/2002,1
20021119,WI,99.66,0.34,0,0,0,0,11/19/2002,11/25/2002,1
20021112,WI,99.72,0.28,0,0,0,0,11/12/2002,11/18/2002,1
20021105,WI,99.74,0.26,0,0,0,0,11/5/2002,11/11/2002,1
20021029,WI,100,0,0,0,0,0,10/29/2002,11/4/2002,1
20021022,WI,100,0,0,0,0,0,10/22/2002,10/28/2002,1
20021015,WI,100,0,0,0,0,0,10/15/2002,10/21/2002,1
20021008,WI,100,0,0,0,0,0,10/8/2002,10/14/2002,1
20021001,WI,100,0,0,0,0,0,10/1/2002,10/7/2002,1
20020924,WI,100,0,0,0,0,0,9/24/2002,9/30/2002,1
20020917,WI,100,0,0,0,0,0,9/17/2002,9/23/2002,1
20020910,WI,100,0,0,0,0,0,9/10/2002,9/16/2002,1
20020903,WI,100,0,0,0,0,0,9/3/2002,9/9/2002,1
20020827,WI,100,0,0,0,0,0,8/27/2002,9/2/2002,1
20020820,WI,100,0,0,0,0,0,8/20/2002,8/26/2002,1
20020813,WI,67.93,32.07,0,0,0,0,8/13/2002,8/19/2002,1
20020806,WI,62.38,37.62,2.47,0,0,0,8/6/2002,8/12/2002,1
20020730,WI,62.63,37.37,0,0,0,0,7/30/2002,8/5/2002,1
20020723,WI,92.08,7.92,0,0,0,0,7/23/2002,7/29/2002,1
20020716,WI,100,0,0,0,0,0,7/16/2002,7/22/2002,1
20020709,WI,100,0,0,0,0,0,7/9/2002,7/15/2002,1
20020702,WI,100,0,0,0,0,0,7/2/2002,7/8/2002,1
20020625,WI,100,0,0,0,0,0,6/25/2002,7/1/2002,1
20020618,WI,99.8,0.2,0,0,0,0,6/18/2002,6/24/2002,1
20020611,WI,98.68,1.32,0,0,0,0,6/11/2002,6/17/2002,1
20020604,WI,95.42,4.58,0,0,0,0,6/4/2002,6/10/2002,1
20020528,WI,100,0,0,0,0,0,5/28/2002,6/3/2002,1
20020521,WI,100,0,0,0,0,0,5/21/2002,5/27/2002,1
20020514,WI,100,0,0,0,0,0,5/14/2002,5/20/2002,1
20020507,WI,100,0,0,0,0,0,5/7/2002,5/13/2002,1
20020430,WI,100,0,0,0,0,0,4/30/2002,5/6/2002,1
20020423,WI,100,0,0,0,0,0,4/23/2002,4/29/2002,1
20020416,WI,100,0,0,0,0,0,4/16/2002,4/22/2002,1
20020409,WI,100,0,0,0,0,0,4/9/2002,4/15/2002,1
20020402,WI,100,0,0,0,0,0,4/2/2002,4/8/2002,1
20020326,WI,100,0,0,0,0,0,3/26/2002,4/1/2002,1
20020319,WI,100,0,0,0,0,0,3/19/2002,3/25/2002,1
20020312,WI,100,0,0,0,0,0,3/12/2002,3/18/2002,1
20020305,WI,99.98,0.02,0,0,0,0,3/5/2002,3/11/2002,1
20020226,WI,100,0,0,0,0,0,2/26/2002,3/4/2002,1
20020219,WI,99.89,0.11,0,0,0,0,2/19/2002,2/25/2002,1
20020212,WI,99.99,0.01,0,0,0,0,2/12/2002,2/18/2002,1
20020205,WI,100,0,0,0,0,0,2/5/2002,2/11/2002,1
20020129,WI,98.94,1.06,0,0,0,0,1/29/2002,2/4/2002,1
20020122,WI,100,0,0,0,0,0,1/22/2002,1/28/2002,1
20020115,WI,100,0,0,0,0,0,1/15/2002,1/21/2002,1
20020108,WI,100,0,0,0,0,0,1/8/2002,1/14/2002,1
20020101,WI,100,0,0,0,0,0,1/1/2002,1/7/2002,1
20011225,WI,100,0,0,0,0,0,12/25/2001,12/31/2001,1
20011218,WI,100,0,0,0,0,0,12/18/2001,12/24/2001,1
20011211,WI,100,0,0,0,0,0,12/11/2001,12/17/2001,1
20011204,WI,100,0,0,0,0,0,12/4/2001,12/10/2001,1
20011127,WI,100,0,0,0,0,0,11/27/2001,12/3/2001,1
20011120,WI,97.28,2.72,0,0,0,0,11/20/2001,11/26/2001,1
20011113,WI,97.28,2.72,0,0,0,0,11/13/2001,11/19/2001,1
20011106,WI,97.48,2.52,0,0,0,0,11/6/2001,11/12/2001,1
20011030,WI,97.48,2.52,0,0,0,0,10/30/2001,11/5/2001,1
20011023,WI,99.81,0.19,0,0,0,0,10/23/2001,10/29/2001,1
20011016,WI,99.91,0.09,0,0,0,0,10/16/2001,10/22/2001,1
20011009,WI,97.76,2.24,0,0,0,0,10/9/2001,10/15/2001,1
20011002,WI,100,0,0,0,0,0,10/2/2001,10/8/2001,1
20010925,WI,100,0,0,0,0,0,9/25/2001,10/1/2001,1
20010918,WI,99.75,0.25,0,0,0,0,9/18/2001,9/24/2001,1
20010911,WI,99.75,0.25,0,0,0,0,9/11/2001,9/17/2001,1
20010904,WI,83.06,16.94,0,0,0,0,9/4/2001,9/10/2001,1
20010828,WI,100,0,0,0,0,0,8/28/2001,9/3/2001,1
20010821,WI,76.13,23.87,0,0,0,0,8/21/2001,8/27/2001,1
20010814,WI,54.09,45.91,0,0,0,0,8/14/2001,8/20/2001,1
20010807,WI,62.01,37.99,0,0,0,0,8/7/2001,8/13/2001,1
20010731,WI,6.47,93.53,0,0,0,0,7/31/2001,8/6/2001,1
20010724,WI,4.45,95.55,0,0,0,0,7/24/2001,7/30/2001,1
