MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20010717,WI,39.21,60.79,0,0,0,0,7/17/2001,7/23/2001,1
20010710,WI,100,0,0,0,0,0,7/10/2001,7/16/2001,1
20010703,WI,100,0,0,0,0,0,7/3/2001,7/9/2001,1
20010626,WI,100,0,0,0,0,0,6/26/2001,7/2/2001,1
20010619,WI,100,0,0,0,0,0,6/19/2001,6/25/2001,1
20010612,WI,100,0,0,0,0,0,6/12/2001,6/18/2001,1
20010605,WI,100,0,0,0,0,0,6/5/2001,6/11/2001,1
20010529,WI,100,0,0,0,0,0,5/29/2001,6/4/2001,1
20010522,WI,100,0,0,0,0,0,5/22/2001,5/28/2001,1
20010515,WI,100,0,0,0,0,0,5/15/2001,5/21/2001,1
20010508,WI,100,0,0,0,0,0,5/8/2001,5/14/2001,1
20010501,WI,100,0,0,0,0,0,5/1/2001,5/7/2001,1
20010424,WI,100,0,0,0,0,0,4/24/2001,4/30/2001,1
20010417,WI,100,0,0,0,0,0,4/17/2001,4/23/2001,1
20010410,WI,100,0,0,0,0,0,4/10/2001,4/16/2001,1
20010403,WI,100,0,0,0,0,0,4/3/2001,4/9/2001,1
20010327,WI,100,0,0,0,0,0,3/27/2001,4/2/2001,1
20010320,WI,100,0,0,0,0,0,3/20/2001,3/26/2001,1
20010313,WI,100,0,0,0,0,0,3/13/2001,3/19/2001,1
20010306,WI,100,0,0,0,0,0,3/6/2001,3/12/2001,1
20010227,WI,100,0,0,0,0,0,2/27/2001,3/5/2001,1
20010220,WI,100,0,0,0,0,0,2/20/2001,2/26/2001,1
20010213,WI,100,0,0,0,0,0,2/13/2001,2/19/2001,1
20010206,WI,100,0,0,0,0,0,2/6/2001,2/12/2001,1
20010130,WI,100,0,0,0,0,0,1/30/2001,2/5/2001,1
20010123,WI,100,0,0,0,0,0,1/23/2001,1/29/2001,1
20010116,WI,100,0,0,0,0,0,1/16/2001,1/22/2001,1
20010109,WI,100,0,0,0,0,0,1/9/2001,1/15/2001,1
20010102,WI,100,0,0,0,0,0,1/2/2001,1/8/2001,1
20001226,WI,99.98,0.02,0,0,0,0,12/26/2000,1/1/2001,1
20001219,WI,99.98,0.02,0,0,0,0,12/19/2000,12/25/2000,1
20001212,WI,99.98,0.02,0,0,0,0,12/12/2000,12/18/2000,1
20001205,WI,99.98,0.02,0,0,0,0,12/5/2000,12/11/2000,1
20001128,WI,99.98,0.02,0,0,0,0,11/28/2000,12/4/2000,1
20001121,WI,99.84,0.16,0,0,0,0,11/21/2000,11/27/2000,1
20001114,WI,97.12,2.88,0,0,0,0,11/14/2000,11/20/2000,1
20001107,WI,87,13,0,0,0,0,11/7/2000,11/13/2000,1
20001031,WI,21,79,0.88,0,0,0,10/31/2000,11/6/2000,1
20001024,WI,42.02,57.98,1.48,0,0,0,10/24/2000,10/30/2000,1
20001017,WI,88.98,11.02,0.41,0,0,0,10/17/2000,10/23/2000,1
20001010,WI,92.31,7.69,0.36,0,0,0,10/10/2000,10/16/2000,1
20001003,WI,96.32,3.68,0.15,0,0,0,10/3/2000,10/9/2000,1
20000926,WI,100,0,0,0,0,0,9/26/2000,10/2/2000,1
20000919,WI,100,0,0,0,0,0,9/19/2000,9/25/2000,1
20000912,WI,100,0,0,0,0,0,9/12/2000,9/18/2000,1
20000905,WI,100,0,0,0,0,0,9/5/2000,9/11/2000,1
20000829,WI,100,0,0,0,0,0,8/29/2000,9/4/2000,1
20000822,WI,100,0,0,0,0,0,8/22/2000,8/28/2000,1
20000815,WI,100,0,0,0,0,0,8/15/2000,8/21/2000,1
20000808,WI,100,0,0,0,0,0,8/8/2000,8/14/2000,1
20000801,WI,100,0,0,0,0,0,8/1/2000,8/7/2000,1
20000725,WI,100,0,0,0,0,0,7/25/2000,7/31/2000,1
20000718,WI,100,0,0,0,0,0,7/18/2000,7/24/2000,1
20000711,WI,100,0,0,0,0,0,7/11/2000,7/17/2000,1
20000704,WI,100,0,0,0,0,0,7/4/2000,7/10/2000,1
20000627,WI,99.96,0.04,0,0,0,0,6/27/2000,7/3/2000,1
20000620,WI,94.74,5.26,0.05,0,0,0,6/20/2000,6/26/2000,1
20000613,WI,81.44,18.56,0.09,0,0,0,6/13/2000,6/19/2000,1
20000606,WI,84.55,15.45,0.09,0,0,0,6/6/2000,6/12/2000,1
20000530,WI,66.65,33.35,0.92,0,0,0,5/30/2000,6/5/2000,1
20000523,WI,57.41,42.59,0,0,0,0,5/23/2000,5/29/2000,1
20000516,WI,0,100,45.65,0,0,0,5/16/2000,5/22/2000,1
20000509,WI,17.49,82.51,19.64,0,0,0,5/9/2000,5/15/2000,1
20000502,WI,17.49,82.51,17.03,0,0,0,5/2/2000,5/8/2000,1
20000425,WI,19.07,80.93,21.76,0,0,0,4/25/2000,5/1/2000,1
20000418,WI,12.27,87.73,48.58,0,0,0,4/18/2000,4/24/2000,1
20000411,WI,22.13,77.87,38.33,0,0,0,4/11/2000,4/17/2000,1
20000404,WI,42.16,57.84,30.99,0,0,0,4/4/2000,4/10/2000,1
20000328,WI,44.02,55.98,18.44,0,0,0,3/28/2000,4/3/2000,1
20000321,WI,44.18,55.82,18.44,0,0,0,3/21/2000,3/27/2000,1
20000314,WI,44.18,55.82,18.44,0,0,0,3/14/2000,3/20/2000,1
20000307,WI,16.83,83.17,26.44,0,0,0,3/7/2000,3/13/2000,1
20000229,WI,16.83,83.17,24.26,0,0,0,2/29/2000,3/6/2000,1
20000222,WI,32.56,67.44,3.52,0,0,0,2/22/2000,2/28/2000,1
20000215,WI,32.56,67.44,3.51,0,0,0,2/15/2000,2/21/2000,1
20000208,WI,32.56,67.44,3.51,0,0,0,2/8/2000,2/14/2000,1
20000201,WI,32.56,67.44,3.51,0,0,0,2/1/2000,2/7/2000,1
20000125,WI,32.56,67.44,3.44,0,0,0,1/25/2000,1/31/2000,1
20000118,WI,35.5,64.5,3.44,0,0,0,1/18/2000,1/24/2000,1
20000111,WI,36.17,63.83,3.44,0,0,0,1/11/2000,1/17/2000,1
20000104,WI,63.12,36.88,3.18,0,0,0,1/4/2000,1/10/2000,1
